symbol,description,gics_sector,equity_securities,cap_size
MARXR,Mars Acquisition Corp. Rights,Financials,Common stocks,Micro cap
ACBA,Ace Global Business Acquisition Limited,Financials,Common stocks,Micro cap
FHLT,Future Health ESG Corp.,Financials,Common stocks,Micro cap
VENA,Venus Acquisition Corporation,Financials,Common stocks,Micro cap
GPCO,Golden Path Acquisition Corporation,Financials,Common stocks,Micro cap
GENQ,Genesis Unicorn Capital Corp. - Class A,Financials,Common stocks,Micro cap
BHSE,Bull Horn Holdings Corp.,Financials,Common stocks,Micro cap
ROCG,Roth CH Acquisition IV Co.,Financials,Common stocks,Micro cap
PLTN,Plutonian Acquisition Corp.,Financials,Common stocks,Micro cap
PLTNR,Plutonian Acquisition Corp. Rights,Financials,Common stocks,Micro cap
FATP,Fat Projects Acquisition Corp Class A,Financials,Common stocks,Micro cap
MBTC,Nocturne Acquisition Corporation,Financials,Common stocks,Micro cap
ASCA,A SPAC I Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
AQU,Aquaron Acquisition Corp.,Financials,Common stocks,Micro cap
MTRY,Monterey Bio Acquisition Corporation,Financials,Common stocks,Micro cap
ALTU,Altitude Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
MLAC,Malacca Straits Acquisition Company Limited - Class A,Financials,Common stocks,Micro cap
DMAQ,Deep Medicine Acquisition Corp. Class A,Financials,Common stocks,Micro cap
MPAC,Model Performance Acquisition Corp. Class A,Financials,Common stocks,Micro cap
MAAQ,Mana Capital Acquisition Corp.,Financials,Common stocks,Micro cap
KACL,Kairous Acquisition Corp. Limited,Financials,Common stocks,Micro cap
LAX,8i Acquisition 2 Corp.,Financials,Common stocks,Micro cap
LHC,Leo Holdings Corp. II Class A,Financials,Common stocks,Micro cap
DHAC,Digital Health Acquisition Corp.,Financials,Common stocks,Micro cap
MAQC,Maquia Capital Acquisition Corporation - Class A,Financials,Common stocks,Micro cap
ACEV,ACE Convergence Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
TETE,Technology & Telecommunication Acquisition Corporation - Class A,Financials,Common stocks,Micro cap
LAAA,Lakeshore Acquisition I Corp.,Financials,Common stocks,Micro cap
HPX,HPX Corp. Class A,Financials,Common stocks,Micro cap
GBRG,Goldenbridge Acquisition Limited,Financials,Common stocks,Micro cap
CFFE,CF Acquisition Corp. VIII Class A,Financials,Common stocks,Micro cap
EDTX,EdtechX Holdings Acquisition Corp. II - Class A,Financials,Common stocks,Micro cap
BRAC,Broad Capital Acquisition Corp,Financials,Common stocks,Micro cap
CLAY,Chavant Capital Acquisition Corp.,Financials,Common stocks,Micro cap
SWAG,Software Acquisition Group Inc. III Class A,Financials,Common stocks,Micro cap
ADRT,Ault Disruptive Technologies Corporation,Financials,Common stocks,Micro cap
NRAC,Noble Rock Acquisition Corporation - Class A,Financials,Common stocks,Micro cap
SMX,SMX (Security Matters) Public Limited Company - Class A,Financials,Common stocks,Micro cap
ADOC,Edoc Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
VTAQ,Ventoux CCM Acquisition Corp.,Financials,Common stocks,Micro cap
OHAA,OPY Acquisition Corp. I - Class A,Financials,Common stocks,Micro cap
UPTD,TradeUP Acquisition Corp.,Financials,Common stocks,Micro cap
RAM,Aries I Acquisition Corporation - Class A,Financials,Common stocks,Micro cap
CRU,Crucible Acquisition Corporation Class A,Financials,Common stocks,Micro cap
BSGA,Blue Safari Group Acquisition Corp. Class A Ordinary Share,Financials,Common stocks,Micro cap
JWSM,Jaws Mustang Acquisition Corp. Class A,Financials,Common stocks,Micro cap
GRCY,Greencity Acquisition Corporation,Financials,Common stocks,Micro cap
MTAC,MedTech Acquisition Corporation Class A,Financials,Common stocks,Micro cap
BRLI,Brilliant Acquisition Corporation,Financials,Common stocks,Micro cap
MCAE,Mountain Crest Acquisition Corp. III,Financials,Common stocks,Micro cap
OXAC,Oxbridge Acquisition Corp. Class A,Financials,Common stocks,Micro cap
OLIT,OmniLit Acquisition Corp. Class A,Financials,Common stocks,Micro cap
DUNE,Dune Acquisition Corporation - Class A,Financials,Common stocks,Micro cap
LEAP,"Ribbit LEAP, Ltd. Class A",Financials,Common stocks,Micro cap
KINZ,KINS Technology Group Inc. - Class A,Financials,Common stocks,Micro cap
AGBA,AGBA Acquisition Limited,Financials,Common stocks,Micro cap
AMAO,American Acquisition Opportunity Inc. Class A,Financials,Common stocks,Micro cap
INKA,KludeIn I Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
ADRA,Adara Acquisition Corp. Class A,Financials,Common stocks,Unknown
AEAC,Authentic Equity Acquisition Corp. - Class A,Financials,Common stocks,Unknown
AEHA,Aesther Healthcare Acquisition Corp Class A,Financials,Common stocks,Unknown
AFAQ,AF Acquisition Corp.,Financials,Common stocks,Unknown
AKIC,Sports Ventures Acquisition Corp. - Class A,Financials,Common stocks,Unknown
ARCK,Arbor Rapha Capital Bioholdings Corp. I Class A,Financials,Common stocks,Unknown
ARGU,Argus Capital Corp. Class A,Financials,Common stocks,Unknown
ASAX,Astrea Acquisition Corp. Class A,Financials,Common stocks,Unknown
ASPC,Alpha Capital Acquisition Company - One Class A,Financials,Common stocks,Unknown
BENE,Benessere Capital Acquisition Corp. - Class A,Financials,Common stocks,Unknown
BIOT,Biotech Acquisition Company - Class A,Financials,Common stocks,Unknown
BLSA,BCLS Acquisition Corp. - Class A,Financials,Common stocks,Unknown
BLTS,Bright Lights Acquisition Corp. Class A,Financials,Common stocks,Unknown
BREZ,Breeze Holdings Acquisition Corp.,Financials,Common stocks,Unknown
BSKY,"Big Sky Growth Partners, Inc. Class A",Financials,Common stocks,Unknown
CETU,Cetus Capital Acquisition Corp. Class A,Financials,Common stocks,Small cap
CETUR,Cetus Capital Acquisition Corp. Right to receive 1/6 of one share of Class A,Financials,Common stocks,Small cap
CLRM,Clarim Acquisition Corp. - Class A,Financials,Common stocks,Unknown
COLI,Colicity Inc. Class A,Financials,Common stocks,Unknown
COVA,COVA Acquisition Corp. - Class A,Financials,Common stocks,Unknown
CPAQ,Counter Press Acquisition Corporation - Class A,Financials,Common stocks,Unknown
CPAR,Catalyst Partners Acquisition Corp. - Class A,Financials,Common stocks,Unknown
CTAQ,Carney Technology Acquisition Corp. II Class A,Financials,Common stocks,Unknown
DAOO,Crypto 1 Acquisition Corp Class A,Financials,Common stocks,Unknown
DHBC,DHB Capital Corp. Class A,Financials,Common stocks,Unknown
DILA,DILA Capital Acquisition Corp. Class A,Financials,Common stocks,Unknown
DLCA,Deep Lake Capital Acquisition Corp. - Class A,Financials,Common stocks,Unknown
DRAY,Macondray Capital Acquisition Corp. I Class A,Financials,Common stocks,Unknown
DTRT,DTRT Health Acquisition Corp. Class A,Financials,Common stocks,Unknown
EDNC,Endurance Acquisition Corp. Class A,Financials,Common stocks,Unknown
EFHT,EF Hutton Acquisition Corporation I,Financials,Common stocks,Unknown
EFHTR,EF Hutton Acquisition Corporation I Rights,Financials,Common stocks,Unknown
EJFA,EJF Acquisition Corp. Class A ordinary share,Financials,Common stocks,Unknown
EPHY,Epiphany Technology Acquisition Corp. Class A,Financials,Common stocks,Unknown
ETAC,E.Merge Technology Acquisition Corp. - Class A,Financials,Common stocks,Unknown
FINM,Marlin Technology Corporation - Class A,Financials,Common stocks,Unknown
FOXW,FoxWayne Enterprises Acquisition Corp. - Class A,Financials,Common stocks,Unknown
FRON,Frontier Acquisition Corp. Class A,Financials,Common stocks,Unknown
FRW,PWP Forward Acquisition Corp. I Class A,Financials,Common stocks,Unknown
FSSI,Fortistar Sustainable Solutions Corp. Class A,Financials,Common stocks,Unknown
FTAA,FTAC Athena Acquisition Corp. Class A Ordinary Share,Financials,Common stocks,Unknown
FTCV,FinTech Acquisition Corp. V Class A,Financials,Common stocks,Unknown
FTPA,FTAC Parnassus Acquisition Corp. Class A,Financials,Common stocks,Unknown
FVAM,5:01 Acquisition Corp. - Class A,Financials,Common stocks,Unknown
GACQ,Global Consumer Acquisition Corp.,Financials,Common stocks,Unknown
GAPA,G&P Acquisition Corp. Class A,Financials,Common stocks,Unknown
GGGV,G3 VRM Acquisition Corp. Class A,Financials,Common stocks,Unknown
GGPI,"Gores Guggenheim, Inc. Class A",Financials,Common stocks,Unknown
GIIX,"Gores Holdings VIII, Inc. Class A",Financials,Common stocks,Unknown
GIW,"GigInternational1, Inc.",Financials,Common stocks,Unknown
GLAQ,Globis Acquisition Corp.,Financials,Common stocks,Unknown
GLHA,Glass Houses Acquisition Corp. - Class A,Financials,Common stocks,Unknown
GLSPT,Global SPAC Partners Co. Subunit (1 class A share and 1/4 warrant),Financials,Common stocks,Unknown
GOBI,Gobi Acquisition Corp. - Class A,Financials,Common stocks,Unknown
GSAQ,Global Synergy Acquisition Corp.,Financials,Common stocks,Unknown
GSEV,"Gores Holdings VII, Inc. Class A",Financials,Common stocks,Unknown
GTPB,"Gores Technology Partners II, Inc. Class A",Financials,Common stocks,Unknown
GWII,Good Works II Acquisition Corp.,Financials,Common stocks,Unknown
GXII,GX Acquisition Corp. II Class A,Financials,Common stocks,Unknown
HAAC,Health Assurance Acquisition Corp. - Class A,Financials,Common stocks,Unknown
HCIC,Hennessy Capital Investment Corp. V  - Class A,Financials,Common stocks,Unknown
HIII,Hudson Executive Investment Corp. III Class A,Financials,Common stocks,Unknown
HLAH,"Hamilton Lane Alliance Holdings I, Inc. - Class A",Financials,Common stocks,Unknown
HMCO,HumanCo Acquisition Corp. - Class A,Financials,Common stocks,Unknown
HYAC,HAYMAKER ACQUISITION CORP. III Class A,Financials,Common stocks,Unknown
IGAC,IG Acquisition Corp. - Class A,Financials,Common stocks,Unknown
IIII,INSU Acquisition Corp. III Class A,Financials,Common stocks,Unknown
ISAA,Iron Spark I Inc.,Financials,Common stocks,Unknown
ISLE,Isleworth Healthcare Acquisition Corporation,Financials,Common stocks,Unknown
ITQ,Itiquira Acquisition Corp. Class A,Financials,Common stocks,Unknown
JOFF,JOFF Fintech Acquisition Corp. Class A,Financials,Common stocks,Unknown
JYAC,Jiya Acquisition Corp. - Class A,Financials,Common stocks,Unknown
KAIR,Kairos Acquisition Corp. - Class A,Financials,Common stocks,Unknown
KLAQ,KL Acquisition Corp Class A,Financials,Common stocks,Unknown
KSI,Kadem Sustainable Impact Corporation - Class A,Financials,Common stocks,Unknown
KWAC,Kingswood Acquisition Corp. Class A,Financials,Common stocks,Unknown
LCAP,Lionheart Acquisition Corp. II - Class A,Financials,Common stocks,Unknown
LEGA,"Lead Edge Growth Opportunities, Ltd Class A",Financials,Common stocks,Unknown
LFTR,Lefteris Acquisition Corp. - Class A,Financials,Common stocks,Unknown
LGAC,Lazard Growth Acquisition Corp. I,Financials,Common stocks,Unknown
LMACA,Liberty Media Acquisition Corporation Series A,Financials,Common stocks,Unknown
LUXA,Lux Health Tech Acquisition Corp. - Class A,Financials,Common stocks,Unknown
MON,Monument Circle Acquisition Corp. - Class A,Financials,Common stocks,Unknown
MSAC,Medicus Sciences Acquisition Corp. Class A Ordinary Share,Financials,Common stocks,Unknown
MUDS,Mudrick Capital Acquisition Corporation II - Class A,Financials,Common stocks,Unknown
NAAC,North Atlantic Acquisition Corporation Class A Ordinary Share,Financials,Common stocks,Unknown
NDAC,NightDragon Acquisition Corp. Class A,Financials,Common stocks,Unknown
NMMC,North Mountain Merger Corp. - Class A,Financials,Common stocks,Unknown
NOAC,Natural Order Acquisition Corp.,Financials,Common stocks,Unknown
NVSA,New Vista Acquisition Corp Class A,Financials,Common stocks,Unknown
OEPW,One Equity Partners Open Water I Corp. Class A,Financials,Common stocks,Unknown
OHPA,Orion Acquisition Corp. Class A,Financials,Common stocks,Unknown
OMEG,Omega Alpha SPAC - Class A,Financials,Common stocks,Unknown
OSTR,Oyster Enterprises Acquisition Corp. - Class A,Financials,Common stocks,Unknown
PACX,Pioneer Merger Corp. - Class A,Financials,Common stocks,Unknown
PAFO,Pacifico Acquisition Corp.,Financials,Common stocks,Unknown
PCX,Parsec Capital Acquisitions Corp Class A,Financials,Common stocks,Unknown
PHIC,"Population Health Investment Co., Inc. - Class A",Financials,Common stocks,Unknown
PICC,Pivotal Investment Corporation III Class A,Financials,Common stocks,Unknown
PMVC,PMV Consumer Acquisition Corp. Class A,Financials,Common stocks,Unknown
POW,Powered Brands - Class A,Financials,Common stocks,Unknown
PSAG,Property Solutions Acquisition Corporation II Class A,Financials,Common stocks,Unknown
RACB,Research Alliance Corp. II - Class A,Financials,Common stocks,Unknown
RCHG,Recharge Acquisition Corp. - Class A,Financials,Common stocks,Unknown
REVH,Revolution Healthcare Acquisition Corp. SAIL Class A,Financials,Common stocks,Unknown
RICO,Agrico Acquisition Corp. - Class A,Financials,Common stocks,Unknown
RVAC,Riverview Acquisition Corp. Class A,Financials,Common stocks,Unknown
RXRA,RXR Acquisition Corp. Class A,Financials,Common stocks,Unknown
SANB,Sanaby Health Acquisition Corp. I - Class A,Financials,Common stocks,Unknown
SCLE,Broadscale Acquisition Corp. Class A,Financials,Common stocks,Unknown
SCOA,ScION Tech Growth I - Class A,Financials,Common stocks,Unknown
SCOB,ScION Tech Growth II Class A,Financials,Common stocks,Unknown
SHAC,SCP & CO Healthcare Acquisition Company Class A,Financials,Common stocks,Unknown
SHCA,Spindletop Health Acquisition Corp. Class A,Financials,Common stocks,Unknown
SHQA,Shelter Acquisition Corporation I - Class A,Financials,Common stocks,Unknown
SIER,Sierra Lake Acquisition Corp. Class A,Financials,Common stocks,Unknown
SPK,SPK Acquisition Corp,Financials,Common stocks,Unknown
SPTK,SportsTek Acquisition Corp. Class A,Financials,Common stocks,Unknown
SRSA,Sarissa Capital Acquisition Corp. - Class A,Financials,Common stocks,Unknown
SSAA,Science Strategic Acquisition Corp. Alpha - Class A,Financials,Common stocks,Unknown
SVFA,SVF Investment Corp. - Class A,Financials,Common stocks,Unknown
SWET,Athlon Acquisition Corp. - Class A,Financials,Common stocks,Unknown
TBSA,TB SA Acquisition Corp Class A Ordinary Share,Financials,Common stocks,Unknown
TEKK,Tekkorp Digital Acquisition Corp. - Class A,Financials,Common stocks,Unknown
TENK,TenX Keane Acquisition,Financials,Common stocks,Unknown
THAC,Thrive Acquisition Corporation Class A,Financials,Common stocks,Unknown
THCA,Tuscan Holdings Corp. II,Financials,Common stocks,Unknown
TMPM,Turmeric Acquisition Corp. - Class A,Financials,Common stocks,Unknown
TSIB,Tishman Speyer Innovation Corp. II Class A,Financials,Common stocks,Unknown
TZPS,TZP Strategies Acquisition Corp. - Class A,Financials,Common stocks,Unknown
NVDA,Nvidia Corp,Information Technology,Common stocks,Large cap
TSM,Taiwan Semiconductor Manufacturing Co Ltd ADRs,Information Technology,ADRs,Large cap
AVGO,Broadcom Inc.,Information Technology,Common stocks,Large cap
TXN,Texas Instrument Inc,Information Technology,Common stocks,Large cap
AMD,Advanced Micro Devices Inc,Information Technology,Common stocks,Large cap
QCOM,Qualcomm Inc,Information Technology,Common stocks,Large cap
INTC,Intel Corporation Corp,Information Technology,Common stocks,Large cap
ADI,Analog Devices Inc,Information Technology,Common stocks,Large cap
MU,Micron Technology Inc,Information Technology,Common stocks,Large cap
NXPI,NXP Semiconductors Nv,Information Technology,Common stocks,Large cap
STM,STMicroelectronics NV ADRs,Information Technology,ADRs,Large cap
MCHP,Microchip Technology Inc,Information Technology,Common stocks,Large cap
GFS,GlobalFoundries Inc,Information Technology,Common stocks,Large cap
MRVL,Marvell Technology Group Ltd,Information Technology,Common stocks,Large cap
ON,ON Semiconductor Corp,Information Technology,Common stocks,Large cap
MPWR,Monolithic Power Systems Inc,Information Technology,Common stocks,Large cap
UMC,United Microelectronics Corp ADRs,Information Technology,ADRs,Large cap
SWKS,Skyworks Solutions Inc,Information Technology,Common stocks,Large cap
ASX,Advanced Semiconductor Engineering Inc ADRs,Information Technology,ADRs,Large cap
LSCC,Lattice Semiconductor Corp,Information Technology,Common stocks,Large cap
QRVO,"Qorvo, Inc.",Information Technology,Common stocks,Large cap
ALGM,"Allegro MicroSystems, Inc.",Information Technology,Common stocks,Mid cap
WOLF,"Wolfspeed, Inc.",Information Technology,Common stocks,Mid cap
AMKR,Amkor Technology Inc,Information Technology,Common stocks,Mid cap
CRUS,Cirrus Logic Inc,Information Technology,Common stocks,Mid cap
SLAB,Silicon Laboratories Inc,Information Technology,Common stocks,Mid cap
MTSI,Macom Technology Solutions Inc,Information Technology,Common stocks,Mid cap
RMBS,Rambus Inc,Information Technology,Common stocks,Mid cap
POWI,Power Integrations Inc,Information Technology,Common stocks,Mid cap
TSEM,Tower Semiconductor Ltd.,Information Technology,Common stocks,Mid cap
SYNA,Synaptics Inc,Information Technology,Common stocks,Mid cap
ONTO,Onto Innovation Inc.,Information Technology,Common stocks,Mid cap
DIOD,Diodes Inc,Information Technology,Common stocks,Mid cap
SITM,SiTime Corporation,Information Technology,Common stocks,Mid cap
MXL,Maxlinear Inc,Information Technology,Common stocks,Mid cap
VSH,Vishay Intertechnology Inc,Information Technology,Common stocks,Mid cap
FORM,Formfactor Inc,Information Technology,Common stocks,Mid cap
SIMO,Silicon Motion Technology Corporation ADRs,Information Technology,ADRs,Mid cap
SMTC,Semtech Corp,Information Technology,Common stocks,Mid cap
